unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,status_notes_1,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district,year,month,month_name,day_of_week,hour,resolution_days
875423,2011-05-04 02:30:46+00:00,2011-05-04 03:45:37+00:00,2011-05-04 03:45:37+00:00,Closed,Case Transferred - 387990,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 387990,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,5,May,Wednesday,2,0.05197916666666667
822165,2011-02-08 11:40:10+00:00,2011-02-08 12:57:26+00:00,2011-02-08 12:57:26+00:00,Closed,Case Transferred - 382737,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 382737,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,2,Feb,Tuesday,11,0.05365740740740741
814652,2011-01-27 04:18:07+00:00,2011-01-28 09:27:32+00:00,2011-01-28 09:27:32+00:00,Closed,Case Transferred - 382015,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 382015,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,1,Jan,Thursday,4,1.2148726851851852
777999,2010-11-24 12:44:55+00:00,2010-11-24 02:01:22+00:00,2010-11-24 02:01:22+00:00,Closed,Case Transferred - 378617,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 378617,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,11,Nov,Wednesday,12,0.0
763129,2010-10-31 11:52:33+00:00,2010-11-01 11:31:00+00:00,2010-11-01 11:31:00+00:00,Closed,Case Transferred - 377126,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 377126,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,10,Oct,Sunday,11,0.9850347222222222
737925,2010-09-22 10:00:10+00:00,2010-09-23 10:42:07+00:00,2010-09-23 10:42:07+00:00,Closed,Case Transferred - 374299,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 374299,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,9,Sep,Wednesday,10,1.0291319444444444
710323,2010-08-09 11:24:37+00:00,2010-08-10 12:19:23+00:00,2010-08-10 12:19:23+00:00,Closed,Case Transferred - Psr 371169,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 371169,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,8,Aug,Monday,11,1.0380324074074074
3208559,2013-12-27 06:10:29+00:00,2013-12-30 09:51:08+00:00,2013-12-30 09:51:08+00:00,Closed,Case Transferred - Psr 445904,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr 445904,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,12,Dec,Friday,6,3.1532291666666667
1786061,2012-12-14 11:54:45+00:00,2012-12-17 02:24:00+00:00,2012-12-17 02:24:00+00:00,Closed,Case Transferred - To Psr #423737,Ssp - Mta Feedback Queue,Muni Feedback,Muni  - Conduct_Inattentiveness_Negligence,Case Transferred - to PSR #423737,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2012,12,Dec,Friday,11,2.603645833333333
2798926,2013-09-06 05:20:51+00:00,2013-09-10 03:14:11+00:00,2013-09-10 03:14:11+00:00,Closed,Case Transferred - Transfer Psr 438576,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - transfer psr 438576,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,9,Sep,Friday,5,3.912037037037037
2860091,2013-09-23 09:34:03+00:00,2013-09-25 01:31:16+00:00,2013-09-25 01:31:16+00:00,Closed,Case Transferred - To Muni Psr 439550,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to muni psr 439550,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,9,Sep,Monday,9,1.6647337962962963
2900008,2013-10-02 05:27:02+00:00,2013-10-04 11:47:24+00:00,2013-10-04 11:47:24+00:00,Closed,Case Transferred - To Muni Psr 440355,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to muni psr 440355,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,10,Oct,Wednesday,5,2.2641435185185186
461018,2009-07-01 06:26:40+00:00,2009-07-02 01:22:59+00:00,2009-07-02 01:22:59+00:00,Closed,Case Transferred - Psr # 339490,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR # 339490,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,7,Jul,Wednesday,6,0.7891087962962963
2867883,2013-09-24 05:04:29+00:00,2013-09-25 04:36:50+00:00,2013-09-25 04:36:50+00:00,Closed,Case Transferred - Transfer Psr 439828,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - transfer psr 439828,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,9,Sep,Tuesday,5,0.9807986111111111
4072900,2014-10-03 02:06:23+00:00,2014-10-07 01:53:07+00:00,2014-10-07 01:53:07+00:00,Closed,Case Transferred - Psr 462023,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr 462023,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2014,10,Oct,Friday,2,3.990787037037037
596776,2010-02-06 05:43:27+00:00,2010-02-09 03:52:00+00:00,2010-02-09 03:52:00+00:00,Closed,Case Transferred - # 357218,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 357218,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,2,Feb,Saturday,5,2.9226041666666664
561041,2009-12-11 08:16:07+00:00,2009-12-14 02:28:56+00:00,2009-12-14 02:28:56+00:00,Closed,Case Transferred - Psr 352443,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 352443,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,12,Dec,Friday,8,2.7589004629629628
560299,2009-12-10 06:38:08+00:00,2009-12-14 03:25:54+00:00,2009-12-14 03:25:54+00:00,Closed,Case Transferred - # 352462,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 352462,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,12,Dec,Thursday,6,3.8665046296296297
7003246,2017-04-03 09:26:04+00:00,2017-07-03 02:17:01+00:00,2017-07-03 02:17:01+00:00,Closed,Case Transferred - Follow Up With Mcs If Desired.,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - Follow up with MCS if desired.,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2017,4,Apr,Monday,9,90.70204861111111
4944975,2015-07-27 06:02:49+00:00,2015-08-06 05:33:00+00:00,2015-08-06 05:33:00+00:00,Closed,Case Transferred,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2015,7,Jul,Monday,6,9.979293981481481
1129028,2012-05-22 08:00:59+00:00,2012-05-24 12:00:22+00:00,2012-05-24 12:00:22+00:00,Closed,Case Transferred - 410218,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 410218,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2012,5,May,Tuesday,8,2.166238425925926
1100951,2012-04-08 10:47:56+00:00,2012-04-09 10:39:39+00:00,2012-04-09 10:39:39+00:00,Closed,Case Transferred - 407677,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 407677,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2012,4,Apr,Sunday,10,0.9942476851851851
9097821,2018-06-05 04:01:00+00:00,2018-06-06 10:27:00+00:00,2018-06-06 10:27:00+00:00,Closed,"Case Transferred - Record Documented And Forwarded To Division Manager. If Follow Up Requested, Customer To Call Muni Customer Service 415-701-5649.",Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,"Case Transferred - Record documented and forwarded to division manager. If follow up requested, customer to call Muni Customer Service 415-701-5649.",Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2018,6,Jun,Tuesday,4,1.2680555555555555
8979128,2018-05-09 12:14:00+00:00,2018-10-09 08:32:00+00:00,2018-10-09 08:32:00+00:00,Closed,Case Transferred - Customer May Follow Up With Mini Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - Customer may follow up with Mini Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2018,5,May,Wednesday,12,152.84583333333333
10425547,2019-01-30 08:47:39+00:00,2019-02-11 10:13:07+00:00,2019-02-11 10:13:07+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  - Conduct_Inattentiveness_Negligence,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2019,1,Jan,Wednesday,8,12.059351851851853
1065655,2012-02-15 05:48:33+00:00,2012-02-16 12:18:34+00:00,2012-02-16 12:18:34+00:00,Closed,Case Transferred - # 404741,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 404741,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2012,2,Feb,Wednesday,5,1.2708449074074073
997475,2011-11-03 07:14:43+00:00,2011-11-04 11:38:47+00:00,2011-11-04 11:38:47+00:00,Closed,Case Transferred - 399090,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 399090,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,11,Nov,Thursday,7,1.1833796296296297
971128,2011-09-27 01:38:21+00:00,2011-09-30 09:10:56+00:00,2011-09-30 09:10:56+00:00,Closed,Case Transferred - To Psr #396828,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to psr #396828,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,9,Sep,Tuesday,1,3.3142939814814816
961406,2011-09-13 11:57:45+00:00,2011-09-14 11:35:31+00:00,2011-09-14 11:35:31+00:00,Closed,Case Transferred - Psr 395887,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 395887,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,9,Sep,Tuesday,11,0.9845601851851852
928551,2011-07-27 01:51:36+00:00,2011-07-27 02:26:06+00:00,2011-07-27 02:26:06+00:00,Closed,Case Transferred - 393010,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 393010,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,7,Jul,Wednesday,1,0.023958333333333335
923516,2011-07-19 03:43:35+00:00,2011-07-19 03:54:10+00:00,2011-07-19 03:54:10+00:00,Closed,Case Transferred - # 392494,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 392494,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,7,Jul,Tuesday,3,0.007349537037037037
919600,2011-07-13 03:19:11+00:00,2011-07-13 03:49:01+00:00,2011-07-13 03:49:01+00:00,Closed,Case Transferred - 392154,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 392154,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,7,Jul,Wednesday,3,0.020717592592592593
910412,2011-06-29 12:35:32+00:00,2011-06-30 08:47:19+00:00,2011-06-30 08:47:19+00:00,Closed,Case Transferred - To Psr #391356,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to psr #391356,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,6,Jun,Wednesday,12,0.8415162037037037
3820419,2014-07-12 02:12:40+00:00,2014-07-14 05:04:56+00:00,2014-07-14 05:04:56+00:00,Closed,Case Transferred - Psr 457259,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 457259,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2014,7,Jul,Saturday,2,2.1196296296296295
3361264,2014-02-12 12:45:50+00:00,2014-02-14 11:43:46+00:00,2014-02-14 11:43:46+00:00,Closed,Case Transferred - Psr 448705,Ssp - Mta Feedback Queue,Muni Feedback,Muni  - Conduct_Inattentiveness_Negligence,Case Transferred - psr 448705,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2014,2,Feb,Wednesday,12,1.9568981481481482
3393397,2014-02-22 09:42:42+00:00,2014-02-26 08:42:52+00:00,2014-02-26 08:42:52+00:00,Closed,Case Transferred - To Psr #449277,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to PSR #449277,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2014,2,Feb,Saturday,9,3.958449074074074
7343462,2017-07-06 05:42:37+00:00,2017-08-16 02:34:26+00:00,2017-08-16 02:34:26+00:00,Closed,Case Transferred - Follow Up With Mcs If Desired.,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - Follow up with MCS if desired.,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2017,7,Jul,Thursday,5,40.86931712962963
483930,2009-08-08 10:23:18+00:00,2009-08-10 12:08:38+00:00,2009-08-10 12:08:38+00:00,Closed,Case Transferred - # 342285,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 342285,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,8,Aug,Saturday,10,2.073148148148148
515030,2009-09-30 03:17:41+00:00,2009-10-01 09:37:41+00:00,2009-10-01 09:37:41+00:00,Closed,Case Transferred - To Trapeze Psr #346432,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to trapeze psr #346432,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,9,Sep,Wednesday,3,1.2638888888888888
510814,2009-09-23 07:38:37+00:00,2009-09-24 01:40:56+00:00,2009-09-24 01:40:56+00:00,Closed,Case Transferred - Psr 345939,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 345939,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,9,Sep,Wednesday,7,0.7516087962962963
507876,2009-09-18 04:16:12+00:00,2009-09-21 10:19:01+00:00,2009-09-21 10:19:01+00:00,Closed,Case Transferred - # 345558,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 345558,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,9,Sep,Friday,4,3.2519560185185186
672577,2010-06-10 08:53:26+00:00,2010-06-10 09:54:37+00:00,2010-06-10 09:54:37+00:00,Closed,Case Transferred - # 367296,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 367296,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,6,Jun,Thursday,8,0.04248842592592592
11636034,2019-11-02 12:43:18+00:00,2019-11-13 02:33:03+00:00,2019-11-13 02:33:03+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  - Conduct_Inattentiveness_Negligence,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2019,11,Nov,Saturday,12,10.576215277777777
4531631,2015-02-27 06:40:50+00:00,2015-03-03 04:22:01+00:00,2015-03-03 04:22:01+00:00,Closed,Case Transferred - Psr 471488,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 471488,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2015,2,Feb,Friday,6,3.903599537037037
854053,2011-04-01 01:07:00+00:00,2011-04-04 10:31:13+00:00,2011-04-04 10:31:13+00:00,Closed,Case Transferred - 385829,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 385829,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,4,Apr,Friday,1,3.39181712962963
856344,2011-04-05 11:23:06+00:00,2011-04-05 12:30:42+00:00,2011-04-05 12:30:42+00:00,Closed,Case Transferred - 386010,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 386010,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,4,Apr,Tuesday,11,0.04694444444444444
880216,2011-05-12 07:57:54+00:00,2011-05-12 10:16:12+00:00,2011-05-12 10:16:12+00:00,Closed,Case Transferred - # 388551,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 388551,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,5,May,Thursday,7,0.09604166666666666
857004,2011-04-06 09:58:28+00:00,2011-04-07 01:51:06+00:00,2011-04-07 01:51:06+00:00,Closed,Case Transferred - Psr 386201,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 386201,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,4,Apr,Wednesday,9,0.6615509259259259
810013,2011-01-20 07:11:04+00:00,2011-01-21 10:15:37+00:00,2011-01-21 10:15:37+00:00,Closed,Case Transferred - To Psr #381597,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to psr #381597,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,1,Jan,Thursday,7,1.1281597222222222
830747,2011-02-22 05:52:18+00:00,2011-02-23 11:13:53+00:00,2011-02-23 11:13:53+00:00,Closed,Case Transferred - 383596,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 383596,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,2,Feb,Tuesday,5,1.2233217592592593
823174,2011-02-09 11:41:19+00:00,2011-02-10 11:55:42+00:00,2011-02-10 11:55:42+00:00,Closed,Case Transferred - Psr 382897,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - PSR 382897,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2011,2,Feb,Wednesday,11,1.009988425925926
767151,2010-11-06 10:51:52+00:00,2010-11-08 09:55:27+00:00,2010-11-08 09:55:27+00:00,Closed,Case Transferred - 377572,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 377572,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,11,Nov,Saturday,10,1.9608217592592592
757614,2010-10-22 10:29:33+00:00,2010-10-22 10:40:46+00:00,2010-10-22 10:40:46+00:00,Closed,Case Transferred - 376541,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 376541,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,10,Oct,Friday,10,0.007789351851851852
750695,2010-10-12 08:11:11+00:00,2010-10-13 01:24:20+00:00,2010-10-13 01:24:20+00:00,Closed,Case Transferred - # 375817,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 375817,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,10,Oct,Tuesday,8,0.7174652777777778
736898,2010-09-20 04:09:18+00:00,2010-09-22 01:27:26+00:00,2010-09-22 01:27:26+00:00,Closed,Case Transferred - 374197,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 374197,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,9,Sep,Monday,4,1.8875925925925925
735050,2010-09-17 04:22:54+00:00,2010-09-21 12:21:25+00:00,2010-09-21 12:21:25+00:00,Closed,Case Transferred - 374048,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - 374048,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,9,Sep,Friday,4,4.332303240740741
10901974,2019-05-23 04:16:38+00:00,2019-06-21 07:53:03+00:00,2019-06-21 07:53:03+00:00,Closed,Case Transferred - Customer May Follow Up With Muni Customer Service If Desired At 415.701.5649 Or Municustomerservice@Sfmta.Com,Ssp - Mta Feedback Queue,Muni Feedback,Muni  - Conduct_Inattentiveness_Negligence,Case Transferred - Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,Not associated with a specific address,,None,"(0.0, 0.0)",Web,,0.0,0.0,,2019,5,May,Thursday,4,29.150289351851853
706995,2010-08-04 05:54:21+00:00,2010-08-05 09:22:50+00:00,2010-08-05 09:22:50+00:00,Closed,Case Transferred - # 370825,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - # 370825,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2010,8,Aug,Wednesday,5,1.1447800925925926
2087978,2013-03-04 04:44:05+00:00,2013-03-05 02:32:43+00:00,2013-03-05 02:32:43+00:00,Closed,Case Transferred - Transfer Psr 427932,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - transfer psr 427932,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,3,Mar,Monday,4,0.9087731481481481
1844226,2013-01-02 08:14:02+00:00,2013-01-08 02:37:23+00:00,2013-01-08 02:37:23+00:00,Closed,Case Transferred - Psr 424515,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr 424515,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,1,Jan,Wednesday,8,5.7662152777777775
2938376,2013-10-13 09:46:54+00:00,2013-10-15 02:25:01+00:00,2013-10-15 02:25:01+00:00,Closed,Case Transferred - Psr # 440991,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr # 440991,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,10,Oct,Sunday,9,1.693136574074074
2005545,2013-02-12 07:17:45+00:00,2013-02-13 08:48:36+00:00,2013-02-13 08:48:36+00:00,Closed,Case Transferred - Psr 426839,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr 426839,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,2,Feb,Tuesday,7,1.0630902777777778
2096557,2013-03-06 02:18:41+00:00,2013-03-07 09:19:48+00:00,2013-03-07 09:19:48+00:00,Closed,Case Transferred - Psr 428047,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr 428047,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,3,Mar,Wednesday,2,1.2924421296296296
2818864,2013-09-12 09:55:41+00:00,2013-09-16 03:11:39+00:00,2013-09-16 03:11:39+00:00,Closed,Case Transferred - To Psr #438953,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to PSR #438953,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,9,Sep,Thursday,9,3.7194212962962965
467103,2009-07-12 08:28:53+00:00,2009-07-15 11:26:20+00:00,2009-07-15 11:26:20+00:00,Closed,Case Transferred - To Trapeze 340242,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to trapeze 340242,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2009,7,Jul,Sunday,8,3.1232291666666665
2891428,2013-09-30 09:39:21+00:00,2013-10-02 02:13:39+00:00,2013-10-02 02:13:39+00:00,Closed,Case Transferred - To Muni Psr 440233,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to muni psr 440233,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,9,Sep,Monday,9,1.6904861111111111
2892092,2013-10-01 08:43:27+00:00,2013-10-02 04:21:57+00:00,2013-10-02 04:21:57+00:00,Closed,Case Transferred - Psr # 440250,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr # 440250,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,10,Oct,Tuesday,8,0.8184027777777778
2266581,2013-04-20 08:25:49+00:00,2013-04-22 08:54:55+00:00,2013-04-22 08:54:55+00:00,Closed,Case Transferred - Psr 430583,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr 430583,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,4,Apr,Saturday,8,2.020208333333333
2164059,2013-03-24 12:14:11+00:00,2013-03-25 02:27:08+00:00,2013-03-25 02:27:08+00:00,Closed,Case Transferred - Psr 429043,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - psr 429043,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,3,Mar,Sunday,12,0.5923263888888889
2189875,2013-03-31 11:49:07+00:00,2013-04-02 03:27:22+00:00,2013-04-02 03:27:22+00:00,Closed,Case Transferred - To Psr #429430,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - to PSR #429430,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2013,3,Mar,Sunday,11,1.6515625
1687298,2012-11-15 12:40:11+00:00,2012-11-20 12:04:56+00:00,2012-11-20 12:04:56+00:00,Closed,Case Transferred - Transfer Psr 422295,Muni Work Queue,Muni Feedback,Muni - Conduct_Inattentiveness_Negligence,Case Transferred - transfer psr 422295,Not associated with a specific address,,None,"(0.0, 0.0)",Phone,,0.0,0.0,,2012,11,Nov,Thursday,12,4.975520833333333
